0.33752	0.13	0	0
0.22217	0.1297	0	0
0.085754	0.12878	0	0
-0.050049	0.12817	0	0
-0.16754	0.12726	0	0
-0.25299	0.12634	0	0
-0.31006	0.12421	0	0
-0.35034	0.12512	0	0
-0.38452	0.12421	0	0
-0.41351	0.12421	0	0
-0.43457	0.12421	0	0
-0.448	0.12543	0	0
-0.46814	0.12512	0	0
-0.51666	0.12604	0	0
-0.59662	0.12695	0	0
-0.69092	0.12848	0	0
-0.78278	0.13062	0	0
-0.85541	0.13306	0	0
-0.9021	0.13641	0	0
-0.92773	0.13977	0	0
-0.93903	0.14313	0	0
-0.94543	0.1474	0	0
-0.94666	0.14954	0	0
-0.94696	0.15259	0	0
-0.9433	0.15472	0	0
-0.92987	0.15656	0	0
-0.90088	0.159	0	0
-0.84015	0.15991	0	0
-0.74677	0.16052	0	0
-0.64941	0.16266	0	0
-0.56702	0.16296	0	0
-0.50873	0.16418	0	0
-0.47302	0.16388	0	0
-0.44891	0.16449	0	0
-0.41504	0.16357	0	0
-0.3537	0.16388	0	0
-0.2655	0.16174	0	0
-0.14709	0.16174	0	0
-0.0048828	0.16022	0	0
0.14587	0.15961	0	0
0.28595	0.15839	0	0
0.39948	0.15808	0	0
0.48065	0.15656	0	0
0.54016	0.15594	0	0
0.58899	0.15503	0	0
0.61584	0.15411	0	0
0.61066	0.15289	0	0
0.57983	0.15289	0	0
0.54474	0.15198	0	0
0.52246	0.15198	0	0
0.52246	0.15076	0	0
0.54291	0.15137	0	0
0.57434	0.15137	0	0
0.60181	0.15106	0	0
0.60913	0.15045	0	0
0.62866	0.15106	0	0
0.73578	0.15015	0	0
0.98358	0.15015	0	0
1.3406	0.14923	0	0
1.7203	0.14893	0	0
2.0361	0.14832	0	0
2.2571	0.14832	0	0
2.3959	0.14801	0	0
2.4799	0.14832	0	0
2.5388	0.14862	0	0
2.5967	0.14832	0	0
2.6736	0.14771	0	0
2.7722	0.14709	0	0
2.8967	0.14557	0	0
3.0469	0.14526	0	0
3.2114	0.14435	0	0
3.3658	0.14374	0	0
3.4955	0.14191	0	0
3.6035	0.14221	0	0
3.6923	0.1413	0	0
3.765	0.14038	0	0
3.8226	0.13916	0	0
3.8693	0.13947	0	0
3.9136	0.13947	0	0
3.956	0.13885	0	0.15868
3.9969	0.13855	0	0.15767
4.035	0.13916	0	0.1567
4.0723	0.13824	0	0.15576
4.1196	0.13885	0	0.15489
4.1824	0.13733	0	0.1541
4.2523	0.13702	0	0.15338
4.317	0.1355	0	0.15275
4.3689	0.13428	0	0.1522
4.4067	0.13428	0	0.15173
4.433	0.13367	0	0.15133
4.4553	0.13397	0	0.15099
4.4852	0.13367	0	0.15071
4.5282	0.13306	0	0.15048
4.5779	0.13397	0	0.15028
4.6259	0.13336	0	0.1501
4.6646	0.13489	0	0.14993
4.6979	0.1358	0	0.14977
4.725	0.13763	0	0.14959
4.7522	0.13977	0	0.14939
4.7781	0.14374	0	0.14916
4.8022	0.14679	0	0.1489
4.8264	0.15015	0	0.14858
4.852	0.15259	0	0.14821
4.8853	0.15503	0	0.14778
4.9289	0.15656	0	0.1473
4.982	0.15839	0	0.14675
5.0354	0.15961	0	0.14617
5.0806	0.16174	0	0.14554
5.112	0.16327	0	0.14488
5.1318	0.16418	0	0.14421
5.1422	0.16541	0	0.14355
